orig_text,reporting_date
"Singapore B773 near New Delhi on Feb 14th 2008, engine trouble leads to diversion",2008-02-16
"UPS DC8 at Greensboro on Feb 15th 2008, veered off runway during takeoff roll",2008-02-16
"TAP A310 at Lisboa on Feb 15th 2008, hydraulics problems",2008-02-17
"BritAir CRJ100 at Southhampton on Jan 17th 2007, overran runway on landing",2008-02-18
"Japan B744 and MD90 at Chitose on Feb 16th 2008, B744 began takeoff without clearance",2008-02-18
"Sasca J31 at Los Roques on Feb 13th 2008, veered off runway during landing",2008-02-18
"US Airways E170 and A319 at Washington on Feb 17th 2008, clipped wings with each other",2008-02-18
"WestJet B737 at Ottawa on Feb 17th 2008, overran runway on landing in icy rain",2008-02-18
"Air Macau A319 at Macau on Feb 16th 2008, captain attacked and injured copilot",2008-02-19
"BA B777 at London Heathrow on Jan 17th 2008, landed short of runway, main gear collapse",2008-02-19
"Qantas B744 near Bangkok on Jan 7th 2008, complete electrical failure, fall back to battery",2008-02-19
"TAM A320 at Belo Horizonte on Feb 15th 2008, TCAS RA on takeoff",2008-02-19
The collection of airplane parts in a West Palm Beach garage,2008-02-19
"American B752 at Miami on Feb 15th 2008, fire forces return",2008-02-20
"American B752 at Tampa on Feb 19th 2008, flaps problems",2008-02-20
"Aserca DC93 at Caracas on Feb 12th 2008, escaped maintenance engineers and ran into a ditch",2008-02-20
"Delta B752 at Miami on Feb 18th 2008, bird strike on takeoff",2008-02-20
"Delta MD88 at Austin on Feb 18th 2008, bird strike during descent",2008-02-20
"Delta MD88 at Ft. Lauderdale on Feb 19th 2008, damaged both nose gear doors after landing",2008-02-20
"ExpressJet  E145 at Houston on Feb 17th 2008, damage during short final",2008-02-20
"Iran F100 at Tehran on Jan 2nd 2007, wing caught fire on (rejected) takeoff, overran runway",2008-02-20
"Qantas B763 at Perth on Feb 18th 2008, bad odour cancels flight",2008-02-20
"Qantas Q400 at Rockhampton on Feb 19th 2008, nose gear didn't deploy",2008-02-20
"USJet DC91 at Detroit on Feb 17th 2008, overran runway and struck runway light",2008-02-20
"Belle  MD82 at Verona on Feb 21st 2008, engine on fire spooling up for takeoff",2008-02-21
"Sibir A310 at Novosibirsk on Feb 10th 2008, oil pressure drop in right engine",2008-02-21
"Aerolineas MD83 at  Tucuman on Feb 22nd 2008, gear did not retract",2008-02-23
"American MD82 at West Palm Beach on Feb 22nd 2008, could not retract nose gear",2008-02-23
"DAE F100 at St. Maarten on Feb 22nd 2008, pressurization problems",2008-02-23
"First B732 at Ottawa on Feb 22nd 2008, loss of brakes",2008-02-23
"France A320 at Düsseldorf on Feb 19th 2008, parts of tires found on departure runway",2008-02-23
"Jazz CRJ200 at Regina on Feb 20th 2008, could not retract gear",2008-02-23
"Jazz CRJ200 at Regina on Feb 20th 2008, flaps problems",2008-02-23
"RyanAir B738 at Stansted on Feb 18th 2008, tailstrike on takeoff",2008-02-23
"Transwede RJ70 near Malmo on Feb 22nd 2008, windshield crack",2008-02-23
"US Airways E145 at Bridgeport on Feb 21st 2008, problems with pressurization and deicing",2008-02-23
"Cathay B773 at Everett on Jan 30th 2008, low fly past on delivery flight",2008-02-24
"Singapore B773 near Moscow on Feb 23rd 2008, engine failure during descent",2008-02-24
"TAP A313 at Sao Tome on Feb 21st 2008, damaged tyres before takeoff",2008-02-24
"Aeroflot B763 at Havanna on Feb 23rd 2008, gear did  not retract",2008-02-25
"American B763 at Manchester on Feb 23rd 2008, hydraulics problems",2008-02-25
"American B763 over UK on Feb 24th 2008, seen low en route, returned to London",2008-02-25
"Asiana A330 at Fukuoka on Feb 22nd 2008, took off without clearance",2008-02-25
"GB A321 near Istanbul on Feb 24th 2008, F/O  died in flight",2008-02-25
"SEAir Do328 at Manila on Feb 24th 2008, overran runway, gear collapse",2008-02-25
"Singapore B772 near Nagoya on Feb 25th 2008, engine problems",2008-02-25
"SQ B772 near Jakarta on Feb 24th 2008, electronic problem",2008-02-25
"Thomsonfly B733 over France on Feb 24th 2008, faulty flap warning light forces  return",2008-02-25
"United A319 and E170 at Washington on Feb 24th 2008, two planes clip wings",2008-02-25
"United B772 over US on Feb 24th 2008, water system leak",2008-02-25
"Continental Micronesia B738 at Majuro on Feb 25th 2008, engine on fire after takeoff",2008-02-26
"NorthWest B744 at Tokyo on Feb 26th 2008, smoke in cabine",2008-02-26
"Qantas B744 at Sydney on  Feb 25th 2008, cockpit odour speeds landing",2008-02-26
"Thomas Cook A320 at Bristol on Nov 15th 2006, heavy landing and two takeoffs with broken gear",2008-02-26
"American ATR72 and UPS B752 at Miami on Feb 26th 2008, ATR entered runway while B752 took off",2008-02-27
"Nationwide B732 near Johannesburg on Feb 26th 2008, drop of oil pressure, engine shut down",2008-02-27
"Austrian Q400 at Vienna on Feb 25th 2008, gear problems",2008-02-28
"Emirates A332 at Birmingham on Feb 26th 2008, heavy landing",2008-02-28
"Jetstar A332 at Melbourne on Feb 26th 2008, leaking oxygen bottle cancels 4 flights",2008-02-28
"Lloyd Aereo B727 at Trinidad on Feb 1st 2008, landed short of runway in Amazon",2008-02-28
"Ozjet B732 at Norfolk Island on Dec 29th 2007, flap broke during go-around",2008-02-28
"Qantas B734 at Brisbane on Feb 28th 2008, hydraulics problems, smoke seen",2008-02-28
"Venezolana B732 at Panama on Feb 27th 2008, smoke from air conditioning",2008-02-28
"Air France A319 near Bordeaux on Feb 26th 2008, engine fire enroute",2008-02-29
"Air India B744 at Delhi on Feb 28th 2008, hydraulic leak cancels flight",2008-02-29
"Blue Panaroma B763 at Mombasa on Feb 27th 2008, engine problem",2008-02-29
"Continental B738 at Costa Rica on Feb 28th 2008, smoke detector went off",2008-02-29
"Ozjet B732 at Port Moresby on Dec 31st 2007, lost elevator tab",2008-02-29
"Singapore B772 at Bangkok on Feb 28th 2008, engine problems",2008-02-29
"SouthWest B733 at LAX on Feb 28th 2008, hydraulic problem",2008-02-29
"SouthWest B737 at Phoenix on Feb 27th 2008, smoke in cockpit",2008-02-29
"Two Fedex DC10 at Memphis on Feb 21st 2008, near airborne collision",2008-02-29
"Alliance ATR42 at Kanpur on Feb 29th 2008, hit an antelope on landing",2008-03-01
"Augsburg DH8C at Basel on Feb 29th 2008, burst tyres on landing",2008-03-01
"Jazz DH8A near Ottawa on Feb 27th 2008, strange odour",2008-03-01
"Zimbabwe B762 at Harare on Feb 25th 2008, returned after technical trouble",2008-03-01
"BA B763 at Entebbe on Mar 1st 2008, rejected takeoff due to tyre burst",2008-03-02
"Horizon DH8B at Redmond on Feb 28th 2008, hydraulics failure",2008-03-02
"Livingston A321 near Luxor on Mar 1st 2008, declared emergency",2008-03-02
"Qantas B744 near New Delhi on Mar 1st 2008, engine failure",2008-03-02
"American B763 at LAX on Mar 2nd 2008, gear trouble",2008-03-03
"GMG B743 at Dubai on Mar 1st 2008, engine failure after takeoff",2008-03-03
"United B752 at San Jose on Feb 28th 2008, bullet triggers evacuation at the gate",2008-03-03
"American B772 near Glasgow on Mar 3rd 2008, diversion due to technical problems",2008-03-04
"Lingus A332 near Dublin on Mar 3rd 2008, returned to Dublin",2008-03-04
"Mesa CRJ2 at Bakersfield on Mar 3rd 2008, control problems",2008-03-04
"United A320 at Jackson Hole on Feb 25th 2008, slid off runway on landing",2008-03-04
"Alaska B737 at Seattle on Mar 3rd  2008, flaps problem",2008-03-05
"Alaska B738 at Seattle on Mar 3rd  2008, flaps problem",2008-03-05
"Canjet B735 at Moncton on Feb 29th 2008, false unsafe gear indication",2008-03-05
"Cyprus A320 at Larnaca on Mar 4th 2008, main gear did not retract",2008-03-05
"Shaheen B732 at Dubai on Mar 2nd 2008, engine failure enroute",2008-03-05
"SkyWest CRJ2 at Grand Junction on Mar 1st 2008, failed to pressurize",2008-03-05
"SkyWest CRJ7 at Yampa Valley on Mar 1st 2008, runway incursion",2008-03-05
"Air Bagan ATR72 at Putao on Feb 19th 2008, overran runway on takeoff after being airborne",2008-03-06
"American B772 at LAX on Feb 28th 2008, engine rollback on approach at 2000 feet",2008-03-06
"Japan B772 at Komatsu on Mar 4th 2008, entered runway without clearance",2008-03-06
"Northwest A319 at Denver on Mar 2nd 2008, took off over ground vehicle",2008-03-06
"Northwest A319 at Houston on Mar 4th 2008, pressurization problems lead to nose bleeds",2008-03-06
"RyanAir B738 and Flightline MD83 over Ireland on Sep 23rd 2007, lost required separation",2008-03-06
"Delta MD88 and PSA CRJ7 near Pittsburg on Mar 4th 2008, TCAS resolution",2008-03-07
"FedEx A310 at Missoula on Mar 7th 2008, engine ran rough",2008-03-07
"Transat A310 near Ft. Lauderdale on Mar 4th 2008, 8 sick passengers",2008-03-07
"Continental B733 at Port Columbus on Mar 8th 2008, ran off runway in snow storm",2008-03-08
"Emirates A345 near Mumbai on Mar 7th 2008, medical emergency",2008-03-08
"Lufthansa A343 near Charleston on Mar 7th 2008, severe turbulence injures 10 people",2008-03-08
"Northwest DC9E at Milwaukee on Mar 8th 2008, ran off runway in heavy snowfall",2008-03-08
"Singapore A380 at Sydney on Mar 5th 2008, brakes cancel flight",2008-03-08
"Aeropostal at Valencia (Venezuela) on Mar 6th 2008, hydraulics failure",2008-03-09
"Caribbean DH8C at Port of Spain on Mar 8th 2008, could not retract gear",2008-03-09
"China Southern B752 at Urumqui on Mar 7th 2008, attempted crash prevented by flight crew",2008-03-09
"Lufthansa A346 near Boston on Mar 8th 2008, galley fire alarm",2008-03-09
"SkyKing B732 at Pittsburgh on Mar 8th 2008, engine trouble",2008-03-09
"SAS Q400 at Copenhagen on Oct 27th 2007, gear collapse upon landing (videotaped by TV stations)",2008-03-10
"Caledonie ATR42 at Noumea on Mar 9th 2008, burning smell prompts evacuation before takeoff",2008-03-11
"Delta B738 near Bozeman on Mar 10th 2008, engine leaks fuel enroute",2008-03-11
"Lufthansa B744 at Tel Aviv on Mar 8th 2008, pilot request raises hijacking alert",2008-03-11
"Canada A333 at Calgary on Mar 12th 2008, burst tyre on takeoff",2008-03-12
"Chautauqua E135 near Lexington on Mar 11th 2008, medical emergency",2008-03-12
"Eva A332 near Osaka on Mar 11th 2008, diverted after false indication",2008-03-12
"Lufthansa CRJ2 near Charleroi on Mar 12th 2008, engine overheated and caught fire, 3 injuries",2008-03-12
"Japan B744 at Naha on Mar 12th 2008, gear did not retract",2008-03-13
"Atlantic Southeast CRJ2 at Des Moines on Mar 13th 2008, mouse cancels flight",2008-03-14
"JetX B738 near Antalya on Mar 13th 2008, smoke from engine",2008-03-14
"New Zealand B744 at Los Angeles on Mar 11th 2008, engine surged and flamed out",2008-03-14
"SkyWest CRJ9 at Greenville on Mar 13th 2008, gear problems",2008-03-14
"Zimbabwe B762 at Lilongwe on Mar 12th 2008, absence of fire services cancels landing",2008-03-14
"Colgan DH8D at Norfolk on Mar 14th 2008, indication of open gear door",2008-03-15
"Lufthansa A346 at Houston on Mar 7th 2008, heavy landing",2008-03-15
"Onur MD83 at Diyarbakýr on Mar 14th 2008, ran off runway on landing",2008-03-15
"China Eastern CRJ2 at Calcutta on Mar 15th 2008, gear did not retract, steering lost",2008-03-16
"FlyBE DH8D near Birmingham on Mar 15th 2008, diverted to Birmingham",2008-03-16
"SkyExpress B735 near Sochi on Mar 14th 2008, cracked windshield",2008-03-16
"South African A342 at Sao Paolo on Mar 13th 2008, runway excursion on landing",2008-03-16
"Wisconsin CRJ2 at Washington DCA on Mar 14th 2008, fire warning on takeoff",2008-03-16
"Arabia A320 at Sharjah on Mar 16th 2008, bomb hoax delays flight",2008-03-17
"Ryan Int B738 at Milwaukee on Mar 14th 2008, tailstrike on takeoff",2008-03-17
"Air France A320 at Paris Orly on Mar 18th 2008, primary navigation system failed",2008-03-18
"American MD82 at Palm Beach on Mar 17th 2008, cargo fire alert",2008-03-18
"Singapore B744F near Munich on Mar 17th 2008, fire alert",2008-03-18
"Adam Air B734 at Batam on Mar 10th 2008, skidded off runway, 5 injuries",2008-03-19
"Air New Zealand B737 at Ohakea on May 3rd 2007, electrical smoke in cockpit",2008-03-19
"American MD82 near Springfield on Mar 18th 2008, smoke in cabine",2008-03-19
"Canada B77W near Calgary on Mar 18th 2008, smell of smoke in cockpit",2008-03-19
"Delta B757 at Anchorage on Mar 18th 2008, blown tyre on takeoff",2008-03-19
"Delta B764 at Atlanta on Mar 17th 2008, compressor stalls on takeoff",2008-03-19
"Emirates B777 at Auckland on Mar 22th 2007, flex takeoff despite reduced runway length",2008-03-19
"Mesa CRJ9 at El Paso on Mar 18th 2008, burst tyre prompts return",2008-03-19
"New Zealand B733 at Auckland on Sep 12th 2006, electrical failure, smoke, evacuation",2008-03-19
"Nouvelair A320 at Lille on March 16th 2008, engine on flames during taxi for takeoff",2008-03-19
"Saudi B772 at Riyadh on Mar 10th 2008, hole in wing (video)",2008-03-19
"Aerolineas B744 near Recife on Mar 18th 2008, hydraulics failure, diversion",2008-03-20
"Delta B763 near Greenville on Mar 19th 2008, smell of smoke in cockpit (one pax burned?)",2008-03-20
"Skywest CRJ7 at Salt Lake City on Mar 18th 2008, bird strike",2008-03-20
"US Airways B752 near Honolulu on Mar 18th 2008, diversion for ""maintenance problem""",2008-03-20
"Cirrus D328 at Mannheim on Mar 19th 2008, ran off runway, gear collapse",2008-03-21
"Expressjet E145 at Sacramento on Mar 20th 2008, smoke in cockpit",2008-03-21
"Frontier A320 near St. Louis on Mar 20th 2008, loss of pressurization",2008-03-21
"Qantas A333 at Sydney on Mar 21st 2008, flaps did not retract, hard landing on return",2008-03-21
"UPS DC87 at Louisville on Mar 19th 2008, engine on fire on takeoff",2008-03-21
"Alitalia MD11 near Boston on Mar 18th 2008, crack in cargo bay, strong smell, hazmat",2008-03-22
"British Airways B744 at Heathrow on Mar 22nd 2008, return after engine fire",2008-03-22
"Northwest DC93 at Detroit on Mar 21st 2008, smoke alert in cargo bay",2008-03-22
"RyanAir B738 at Beauvais on Mar 21st 2008, return after technical problem",2008-03-22
"RyanAir B738 at Limoges on Mar 21st 2008, ran off runway, evacuation",2008-03-22
"Etihad A332 over Africa on Mar 13th 2008, fire in toilet",2008-03-23
"Canada B772 near Calgary on Mar 23rd 2008, acrid smell prompts diversion",2008-03-24
"Cityjet B462 at Paris on Mar 24th 2008, engine failure",2008-03-24
"First AT43 and Air Norterra B732 near Ekati on Mar 19th 2008, TCAS Resolution",2008-03-24
"KLM MD11 at Hyderabad on Mar 22nd 2008, could not find the airport",2008-03-24
"Malaysian A333 at New Delhi on Mar 23rd 2008, forgot passenger",2008-03-24
"US Airways A320 at Phoenix on Mar 23rd 2008, mechanical problem, return",2008-03-24
"Adam Air B737 near Pare Pare/Indonesia on Jan 1st 2007, disappeared from radar in bad weather while in cruise",2008-03-25
"Colgan SF34 at Binghamton on Mar 24th 2008, received gash on landing",2008-03-25
"Continental B738 near Denver on Mar 24th 2008, crack in eyebrow window",2008-03-25
"LTU A332 near Warsaw on Mar 24th 2008, unruly passenger",2008-03-25
"Lufthansa A321 near Katowice on Mar 24th 2008, unruly passenger",2008-03-25
"Qantas B744 at LAX on Mar 24th 2008, blown tyres, rejected takeoff",2008-03-25
"United A319 at Portland on Mar 21st 2008, bird strike during flare",2008-03-25
"Contractor B733 at Lagos on Mar 24th 2008, engine failure on takeoff",2008-03-26
"El Al B763 at Tel Aviv on Mar 20th 2008, blown tyre pierced wing",2008-03-26
"American B752 near Palm Beach on Jan 30th 2008, smoke in the cockpit, 7 in hospital",2008-03-27
"Iberia A343 near Madrid on Mar 26th 2008, hydraulics problem",2008-03-27
"Algerie B738 at Setif on Mar 14th 2008, burst tyre on landing, wrinkled fuselage",2008-03-28
"Caledonie AT72 at Magenta on Mar 25th 2008, problem with engine control",2008-03-28
"Continental B735 at Houston on Mar 27th 2008, 4 tyres blown on landing",2008-03-28
"EAT B752 at Nantes on Mar 27th 2008, landing gear not locked down",2008-03-28
"Kingfisher AT42 at Bangalore on Mar 27th 2008, rejected takeoff for stray dog, injuries",2008-03-28
"PIA Fokker 27 near Multan on July 10th 2006, lost height on takeoff and hit wires",2008-03-28
"US Airways A319 over US on Mar 22nd 2008, firearm accidentally fired in flight",2008-03-28
